eid,w,o10,s1000
1515,0,69,466
1515,0,603,-55
1515,0,238,32
1516,0,126,-112
1516,0,25,-229
1516,0,376,70
1516,0,282,-60
1516,1,16,-68
1516,0,1687,-20
1516,0,449,431
1516,0,1724,215
1517,0,255,76
1517,0,13,-182
1517,0,1408,461
1517,0,1136,600
1517,0,209,-46
1517,0,1672,289
1517,1,39,-141
1517,0,199,166
1517,0,551,67
1517,0,97,0
1518,0,256,-10
1518,1,20,-293
1518,0,1086,110
1518,0,52,86
1518,0,1079,193
1518,0,187,21
1518,0,419,9
1518,0,45,-156
1518,0,203,-56
1518,0,224,-59
1518,0,80,24
1519,0,42,-129
1519,1,15,-181
1519,0,490,-25
1519,0,2051,312
1519,0,294,100
1519,0,1280,89
1519,0,843,72
1519,0,103,-43
1519,0,74,-18
1519,0,305,252
1520,0,908,151
1520,0,785,72
1520,0,2097,85
1520,0,1544,9
1520,0,720,-53
1520,0,30,178
1520,0,60,22
1520,0,68,-111
1520,1,113,-69
1520,0,175,-3
1520,0,24,39
1521,0,48,-2
1521,1,23,-195
1521,0,305,-35
1521,0,45,-136
1521,0,107,-232
1521,0,454,38
1521,0,736,-160
1521,0,1050,-16
1521,0,679,42
1521,0,49,-91
1522,1,38,-325
1522,0,914,180
1522,0,67,-372
1522,0,142,-213
1522,0,14,-228
1522,0,807,124
1522,0,208,-97
1522,0,1383,-79
1523,0,339,49
1523,0,269,-29
1523,0,242,-85
1523,0,972,235
1523,0,1584,93
1523,0,358,140
1523,0,100,-45
1523,1,30,-40
1523,0,88,-183
1524,1,10,-280
1524,0,216,-68
1524,0,208,-131
1524,0,1533,188
1524,0,1346,543
1524,0,155,87
1524,0,150,62
1524,0,1023,212
1524,0,569,173
1525,0,163,-20
1525,1,137,168
1525,0,441,-54
1525,0,954,312
1525,0,162,116
1525,0,33,-157
1525,0,44,-61
1525,0,128,81
1525,0,38,-82
1525,0,103,344
1526,0,25,-406
1526,0,737,123
1526,0,605,-145
1526,0,1807,188
1526,0,382,48
1526,0,15,-452
1526,1,302,32
1526,0,244,29
1526,0,2205,158
1526,0,328,-14
1526,0,237,-260
1527,0,1546,65
1527,0,1172,-114
1527,0,2681,134
1527,0,1648,142
1527,0,239,-97
1527,1,19,65
1527,0,31,-192
1527,0,228,-164
1527,0,112,-253
1528,0,160,-161
1528,1,76,83
1528,0,35,108
1528,0,107,146
1528,0,91,126
1528,0,30,-36
1528,0,63,20
1528,0,208,284
1528,0,573,250
1529,0,49,343
1529,0,90,241
1529,0,49,298
1529,0,98,422
1529,0,29,-127
1529,0,308,323
1529,0,143,79
1529,1,122,-101
1529,0,101,204
1530,0,57,-96
1530,0,260,53
1530,0,99,194
1530,0,322,361
1530,1,26,118
1530,0,266,247
1530,0,37,286
1530,0,312,174
1530,0,246,142
1530,0,68,-87
1531,0,123,-159
1531,0,148,-213
1531,0,200,637
1531,0,49,-113
1531,0,172,36
1531,0,55,-200
1531,0,141,151
1531,0,53,86
1531,1,34,68
1531,0,159,16
1532,0,60,262
1532,1,36,-61
1532,0,53,80
1532,0,77,35
1532,0,114,195
1532,0,31,132
1532,0,288,304
1532,0,292,378
1532,0,605,263
1533,0,330,376
1533,0,66,-134
1533,0,257,379
1533,0,31,-15
1533,0,75,257
1533,0,82,-9
1533,1,105,55
1533,0,27,135
1534,0,84,7
1534,0,115,-131
1534,0,29,0
1534,0,50,-44
1534,0,187,121
1534,0,195,39
1534,0,270,621
1534,1,38,-27
1534,0,113,-46
1534,0,579,24
1535,0,449,262
1535,0,124,-34
1535,0,581,363
1535,0,102,-70
1535,0,125,11
1535,0,387,304
1535,0,246,196
1535,1,11,-141
1536,0,124,-15
1536,0,25,139
1536,0,282,-94
1536,0,115,519
1536,0,63,107
1536,0,138,303
1536,0,128,-65
1536,0,589,487
1536,0,171,237
1536,1,35,-2
1537,0,255,-67
1537,0,46,34
1537,0,61,98
1537,0,48,164
1537,1,42,-9
1537,0,275,392
1537,0,81,139
1537,0,55,-199
1537,0,460,237
1537,0,311,161
1538,0,523,23
1538,0,703,-52
1538,0,1231,133
1538,0,163,-192
1538,0,79,47
1538,0,490,360
1538,0,38,-99
1538,1,160,3
1539,0,93,-104
1539,0,125,-22
1539,0,332,-206
1539,0,229,71
1539,1,271,-77
1539,0,36,159
1539,0,58,98
1539,0,45,562
1540,0,622,32
1540,0,4286,-57
1540,0,2623,151
1540,0,95,-99
1540,0,318,-35
1541,0,312,99
1541,1,22,-21
1541,0,140,149
1541,0,2684,27
1541,0,100,72
1541,0,33,80
1541,0,40,-143
1541,0,513,-46
1541,0,359,-127
1542,0,57,-184
1542,0,130,-241
1542,0,25,-93
1542,0,26,-59
1542,1,151,88
1542,0,279,-8
1542,0,594,77
1543,0,400,162
1543,0,434,-16
1543,0,808,-28
1543,0,2405,-57
1543,0,793,-68
1543,0,71,151
1543,1,25,33
1543,0,88,-70
1543,0,1044,461
1543,0,153,93
1544,0,169,-58
1544,0,457,-100
1544,0,392,-21
1544,0,15,-136
1544,0,79,-203
1544,0,3028,240
1544,0,3157,70
1544,0,65,234
1545,0,2350,60
1545,0,113,-58
1545,0,1987,-3
1545,0,4968,277
1545,1,195,99
1545,0,29,-99
1545,0,3982,134
1545,0,1361,43
1545,0,1529,19
1545,0,2418,588
1545,0,170,86
1545,0,170,192
1546,0,515,-44
1546,1,20,-196
1546,0,1797,-105
1546,0,102,-127
1546,0,255,-154
1546,0,3197,72
1546,0,60,-142
1546,0,39,-401
1546,0,114,28
1546,0,555,64
1546,0,2252,171
1546,0,1363,-41
1546,0,509,-174
1547,0,886,30
1547,0,167,46
1547,0,1087,469
1547,0,443,-14
1547,0,151,125
1547,0,342,-206
1547,1,10,-415
1547,0,1318,-90
1547,0,1604,220
1547,0,2998,142
1547,0,824,176
1547,0,127,-321
1548,0,84,8
1548,0,2803,-71
1548,0,579,-124
1548,0,472,-74
1548,0,256,-283
1548,0,333,-138
1548,0,44,-200
1548,0,62,-114
1548,0,31,-104
1548,0,137,-101
1549,0,104,-69
1549,1,19,17
1549,0,206,-42
1549,0,1522,177
1549,0,59,16
1549,0,67,-121
1549,0,370,-16
1549,0,177,-159
1549,0,85,-112
1550,0,2047,-189
1550,0,391,80
1550,0,446,463
1550,0,39,-106
1550,0,262,-77
1550,0,684,-213
1550,1,62,-180
1550,0,160,-209
1550,0,19,-359
1550,0,211,-163
1550,0,155,-78
1550,0,4158,66
1551,0,167,112
1551,0,135,-65
1551,0,436,-17
1551,0,21,-139
1551,1,57,-37
1551,0,151,-26
1551,0,119,-13
1551,0,36,-199
1551,0,1003,233
1551,0,1582,-33
1552,0,44,74
1552,0,65,223
1552,0,79,152
1553,0,1248,184
1553,1,378,-34
1553,0,34,-103
1553,0,1351,236
1553,0,67,-42
1553,0,54,-79
1553,0,69,84
1554,1,40,-289
1554,0,36,-198
1554,0,1696,529
1554,0,1433,99
1554,0,100,-196
1554,0,200,-142
1554,0,408,-70
1554,0,432,-53
1555,0,313,-55
1555,0,2421,266
1555,1,31,-119
1555,0,71,-177
1555,0,3078,569
1555,0,139,75
1555,0,828,-78
1555,0,184,-65
1555,0,524,-12
1556,1,41,-121
1556,0,30,-15
1556,0,50,-39
1556,0,641,175
1556,0,239,-129
1556,0,87,-100
1557,0,768,109
1557,0,50,-57
1557,0,110,69
1557,0,48,5
1557,0,72,-120
1557,0,475,672
1557,1,22,-138
1558,0,92,201
1558,0,97,283
1558,1,70,159
1558,0,210,382
1558,0,195,136
1559,0,379,183
1559,0,1270,-50
1559,0,70,107
1559,0,371,-177
1559,0,36,-328
1559,0,1288,672
1559,0,71,-290
1559,0,38,-143
1560,0,135,-291
1560,0,673,32
1560,0,217,438
1560,0,2902,263
1560,0,91,-49
1560,1,21,-129
1561,0,302,7
1561,0,1349,-137
1561,0,943,-76
1561,0,231,-296
1561,0,549,-115
1561,1,26,-156
1561,0,129,-183
1562,1,39,46
1562,0,37,40
1562,0,87,-84
1562,0,1830,285
1562,0,84,-344
1562,0,334,66
1562,0,340,106
1562,0,28,-237
1562,0,118,66
1563,0,68,-252
1563,0,923,119
1563,0,62,52
1563,0,15,-181
1563,0,440,192
1563,1,109,96
1563,0,93,-132
1563,0,590,63
1563,0,317,58
1564,0,743,-15
1564,0,57,325
1564,0,35,-191
1564,0,46,87
1564,0,1087,214
1564,0,29,-145
1564,0,172,176
1564,0,1050,317
1565,0,1844,140
1565,0,201,-70
1565,1,75,-79
1565,0,201,-237
1565,0,13,-212
1565,0,126,71
1565,0,164,4
1565,0,341,25
1565,0,116,-4
1566,0,534,-8
1566,0,70,34
1566,1,18,-74
1566,0,189,-100
1566,0,33,55
1566,0,122,-5
1566,0,1252,95
1566,0,82,-154
1567,0,21,189
1567,0,1210,625
1567,0,109,-35
1567,0,42,-122
1567,0,678,217
1567,0,2292,84
1567,1,28,-148
1567,0,110,49
1568,0,65,-86
1568,0,28,94
1568,0,40,159
1568,0,46,222
1568,0,918,218
1568,0,275,49
1568,1,47,-196
1568,0,3113,241
1568,0,1473,295
1568,0,2709,161
1568,0,1307,-41
1568,0,897,-3
1569,0,37,-20
1569,0,1079,235
1569,0,195,189
1569,1,66,-57
1569,0,15,-12
1569,0,117,37
1569,0,1532,231
1569,0,2081,100
1569,0,303,183
1570,1,38,-264
1570,0,14,-215
1570,0,201,86
1570,0,1183,-115
1570,0,189,-259
1570,0,80,3
1570,0,353,-250
1570,0,384,-197
1571,0,938,12
1571,0,27,-193
1571,0,233,-12
1571,0,69,144
1571,0,124,-39
1571,0,836,118
1571,0,2297,337
1571,0,758,35
1571,1,17,-279
1572,0,78,-45
1572,0,240,89
1572,0,460,182
1572,1,82,-99
1572,0,307,28
1572,0,140,-18
1572,0,131,111
1572,0,243,-61
1572,0,50,-46
1572,0,76,229
1572,0,48,-55
1572,0,54,-138
1574,0,858,-136
1574,0,215,-109
1574,0,100,-53
1574,1,15,-71
1574,0,36,80
1574,0,277,18
1574,0,79,111
1574,0,900,514
1575,0,1146,1
1575,0,113,66
1575,0,42,15
1575,0,25,-67
1575,0,418,6
1575,0,129,-78
1575,0,1317,-119
1575,1,48,-141
1576,0,82,14
1576,0,139,-183
1576,1,49,-44
1576,0,2460,223
1576,0,102,-59
1576,0,2671,222
1576,0,21,-122
1576,0,304,40
1576,0,80,48
1576,0,177,239
1576,0,159,50
1576,0,505,-39
1577,0,160,-89
1577,0,2637,285
1577,0,112,-180
1577,0,1587,-41
1577,0,699,-8
1577,0,744,81
1577,0,302,-39
1577,1,98,-203
1577,0,1993,165
1577,0,24,-163
1578,0,2284,80
1578,0,300,-65
1578,1,27,-519
1578,0,18,-403
1578,0,440,-52
1578,0,538,182
1578,0,54,-179
1578,0,243,-141
1578,0,593,-191
1578,0,728,-1
1578,0,4946,62
1578,0,2191,252
1579,0,40,-276
1579,0,1537,-235
1579,1,271,-275
1579,0,895,-94
1579,0,32,-432
1579,0,2351,98
1579,0,131,-139
1579,0,101,-73
1579,0,958,-20
1580,0,2685,-37
1580,1,86,-244
1580,0,22,-168
1580,0,290,-25
1580,0,4743,156
1580,0,729,-98
1580,0,54,-235
1580,0,199,-61
1581,0,188,-161
1581,0,80,-140
1581,0,3782,242
1581,0,42,-107
1581,1,57,-89
1581,0,2082,427
1581,0,150,244
1582,0,46,-127
1582,0,1529,42
1582,0,221,-186
1582,0,154,62
1583,0,288,-199
1583,0,921,-7
1583,0,3271,-59
1583,1,122,-81
1583,0,3885,71
1583,0,575,-202
1583,0,138,-185
1583,0,3527,-13
1583,0,1590,-224
1583,0,302,-263
1583,0,3110,186
1584,1,22,-42
1584,0,54,-266
1584,0,1567,126
1584,0,2387,58
1584,0,141,-76
1584,0,177,-35
1584,0,2197,67
1584,0,588,-180
1584,0,152,-85
1584,0,474,176
1586,0,152,184
1586,0,227,336
1586,0,755,293
1586,0,789,424
1586,0,553,259
1587,0,83,77
1587,0,475,258
1587,0,452,53
1587,0,16,-209
1587,0,197,216
1587,0,760,165
1587,0,600,304
1587,0,1262,313
1588,0,237,54
1588,0,228,110
1588,0,66,-81
1588,1,22,111
1588,0,61,-4
1588,0,909,222
1588,0,103,90
1588,0,32,0
1589,0,48,97
1589,0,1290,296
1589,0,464,49
1589,0,2078,527
1589,0,796,199
1589,0,370,134
1589,0,230,-143
1589,1,18,-28
1590,0,12,50
1590,0,952,168
1590,0,170,39
1590,1,300,-26
1590,0,2228,424
1590,0,936,52
1590,0,45,-127
1590,0,901,425
1591,1,110,258
1591,0,57,81
1591,0,205,200
1591,0,859,227
1591,0,439,173
1591,0,14,-204
1592,0,83,-54
1592,0,1748,359
1592,0,25,-345
1592,1,29,-113
1592,0,48,-198
1592,0,146,-119
1592,0,89,10
1593,0,474,-25
1593,0,106,-134
1593,0,1637,-39
1593,0,104,-260
1593,0,176,-235
1593,0,726,126
1593,0,134,-270
1593,0,671,138
1593,0,56,-193
1593,1,14,-143
1594,0,78,208
1594,0,42,271
1594,0,234,321
1594,0,274,175
1594,0,115,506
1594,0,22,-86
1594,1,44,95
1594,0,219,474
1595,0,148,1
1595,0,314,-23
1595,0,61,-73
1595,0,268,-47
1595,1,44,0
1595,0,77,-9
1595,0,1344,356
1595,0,1671,204
1595,0,519,67
1595,0,708,186
1596,0,80,-99
1596,0,1885,381
1596,0,774,141
1596,0,304,133
1596,0,786,167
1596,0,2088,391
1596,0,180,-18
1596,0,1086,148
1596,0,68,70
1597,0,1738,539
1597,0,4590,178
1597,0,1413,56
1597,0,195,59
1597,0,783,14
1597,0,524,-79
1597,0,80,68
1597,0,61,-161
1597,0,253,-133
1597,0,53,-75
1597,0,70,-73
1598,0,56,183
1598,0,413,222
1598,1,27,-108
1598,0,281,55
1598,0,807,409
1598,0,168,301
1598,0,43,-175
1598,0,172,-50
1598,0,354,355
1598,0,91,129
1598,0,78,-22
1598,0,444,191
1599,0,179,-8
1599,0,284,118
1599,0,87,233
1599,0,838,126
1599,0,59,-157
1599,0,115,-142
1599,0,168,429
1599,0,63,31
1599,0,252,112
1599,1,23,-249
1599,0,148,-113
1599,0,297,137
1600,0,208,-176
1600,0,54,-260
1600,0,514,-13
1600,0,46,-142
1600,0,171,136
1600,0,2613,495
1600,1,15,-227
1600,0,109,26
1601,0,1105,-120
1601,0,57,-333
1601,0,341,-90
1601,0,1413,-40
1601,0,81,-180
1601,0,50,-229
1601,0,831,-48
1601,0,417,-124
1601,0,1072,36
1602,0,645,-64
1602,0,281,294
1602,0,1001,324
1602,0,99,380
1602,0,308,204
1602,0,86,-24
1602,0,82,644
1603,0,101,-28
1603,0,384,83
1603,0,701,-11
1603,0,2977,637
1603,0,28,-184
1603,0,1191,-43
1603,1,24,-213
1603,0,758,66
1604,0,258,-196
1604,0,567,-134
1604,1,23,-200
1604,0,3646,-28
1604,0,123,-205
1604,0,23,-256
1604,0,1213,-149
1604,0,190,-288
1604,0,318,-191
1604,0,1525,27
1605,1,16,-321
1605,0,805,-2
1605,0,1053,-70
1605,0,271,-73
1605,0,62,-184
1605,0,52,-93
1605,0,464,71
1605,0,653,11
1605,0,3576,158
1605,0,96,-78
1605,0,143,-82
1605,0,2505,796
1606,0,943,148
1606,0,54,-78
1606,0,55,-213
1606,0,1221,17
1606,0,23,-352
1606,0,1020,3
1606,0,742,-97
1606,0,3439,579
1606,0,538,109
1607,0,2158,273
1607,0,638,213
1607,0,68,27
1607,1,63,48
1607,0,990,298
1607,0,242,146
1607,0,1640,290
1607,0,81,196
1607,0,201,169
1607,0,14,179
1608,0,10,-419
1608,0,487,-72
1608,0,439,156
1608,0,473,108
1608,0,2192,632
1608,0,394,162
1608,1,124,-52
1608,0,469,-91
1608,0,119,211
1608,0,912,499
1608,0,1006,80
1609,0,73,-43
1609,1,26,-143
1609,0,296,-63
1609,0,1797,119
1609,0,56,-125
1609,0,279,-56
1609,0,2218,123
1610,0,62,-127
1610,0,1172,-23
1610,0,400,61
1610,0,80,132
1610,0,236,32
1610,1,43,-265
1610,0,30,-58
1610,0,36,-77
1610,0,163,223
1611,0,15,-301
1611,0,158,-143
1611,1,71,-87
1611,0,1345,319
1611,0,1885,146
1611,0,540,-70
1611,0,56,-74
1611,0,138,128
1611,0,78,124
1612,0,207,340
1612,0,346,-88
1612,0,416,12
1612,0,43,-16
1612,0,1204,154
1612,1,25,-103
1612,0,139,46
1613,0,279,-26
1613,0,68,-18
1613,0,78,-84
1613,0,36,54
1613,0,240,-145
1613,0,258,45
1613,0,1156,540
1613,0,83,-119
1613,1,39,17
1613,0,47,41
1614,0,422,-26
1614,0,525,71
1614,0,48,174
1614,0,175,1
1614,1,31,-246
1614,0,15,-205
1615,0,214,241
1615,0,265,45
1615,0,76,113
1615,0,28,70
1615,1,184,152
1615,0,222,116
1615,0,89,182
1615,0,79,-26
1615,0,316,183
1615,0,84,577
1615,0,128,203
1615,0,85,517
1616,0,592,249
1616,0,34,-17
1616,0,594,-75
1616,0,512,29
1616,0,298,59
1616,0,1474,232
1616,1,47,-45
1616,0,46,-80
1616,0,197,-123
1616,0,115,114
1617,0,178,32
1617,0,321,39
1617,0,3071,27
1617,0,1962,39
1617,0,183,-46
1617,1,89,-61
1617,0,3852,358
1617,0,62,-127
1617,0,1255,200
1618,0,95,-76
1618,0,130,-157
1618,0,1053,-78
1618,0,412,-168
1618,0,65,9
1618,0,36,-162
1618,0,4470,182
1619,0,2094,138
1619,0,698,-32
1619,0,969,183
1619,0,406,20
1619,0,23,-248
1619,0,737,68
1619,0,58,-174
1619,0,122,267
1619,0,43,-134
1619,1,119,-70
1619,0,99,-46
1619,0,473,191
1620,1,13,-512
1620,0,4269,33
1620,0,77,-103
1620,0,7692,164
1620,0,2876,310
1620,0,232,-185
1620,0,2302,72
1620,0,1237,228
1620,0,3786,53
1621,0,368,-97
1621,0,1441,157
1621,0,168,15
1621,0,748,64
1621,0,1809,-116
1621,0,63,-26
1621,0,63,-28
1621,0,30,-133
1622,0,117,-31
1622,0,250,59
1622,1,19,-254
1622,0,4525,6
1622,0,71,27
1622,0,302,103
1622,0,2095,230
1622,0,317,-29
1622,0,750,-43
1622,0,186,87
1623,0,66,82
1623,1,13,-315
1623,0,1985,256
1623,0,2412,87
1623,0,1202,322
1623,0,116,-145
1623,0,3205,119
1623,0,57,-199
1624,1,40,-126
1624,0,1291,338
1624,0,56,-48
1624,0,31,-267
1624,0,94,-104
1624,0,153,-53
1624,0,635,84
1624,0,912,-88
1624,0,573,-124
1624,0,740,313
1624,0,983,52
1624,0,3283,234
1624,0,825,144
1624,0,40,196
1625,0,174,-114
1625,0,6440,110
1625,0,231,-153
1625,0,3605,-255
1625,0,78,-86
1625,0,3180,87
1625,0,17,-68
1625,1,181,-58
1625,0,149,-210
1625,0,787,-73
1625,0,63,-301
1626,0,422,-111
1626,0,24,-127
1626,0,56,-153
1626,0,240,161
1626,1,22,13
1626,0,1599,84
1626,0,572,205
1626,0,2232,285
1626,0,116,-92
1626,0,4159,229
1626,0,661,-154
1627,0,332,-56
1627,0,65,-42
1627,0,55,-125
1627,0,2647,66
1627,0,103,-221
1627,0,268,223
1627,0,784,344
1627,0,64,-72
1627,0,236,169
1627,0,257,-158
1627,0,109,-183
1627,1,31,-249
1627,0,158,34
1628,0,120,88
1628,0,1001,128
1628,0,168,118
1628,0,635,141
1628,0,145,153
1629,0,71,-62
1629,0,126,34
1629,0,255,-11
1629,0,610,91
1629,0,50,42
1629,0,172,89
1629,0,22,-113
1629,1,36,-41
1630,1,229,69
1630,0,664,449
1630,0,21,-301
1630,0,67,-81
1630,0,446,69
1630,0,23,-125
1630,0,1744,134
1630,0,70,-89
1631,0,764,142
1631,0,16,-219
1631,0,682,71
1631,0,119,-134
1631,0,2628,492
1631,0,666,15
1631,0,169,85
1631,0,510,290
1631,1,23,219
1632,0,508,467
1632,0,56,139
1632,0,559,215
1632,0,96,286
1632,0,1167,137
1632,0,123,144
1632,0,27,-14
1632,1,20,167
1633,0,61,-128
1633,0,61,250
1633,1,485,411
1633,0,96,7
1633,0,126,228
1633,0,18,-246
1633,0,136,97
1633,0,102,-200
1634,0,45,-154
1634,0,1166,18
1634,0,59,-142
1634,0,983,-22
1634,0,296,-278
1634,1,15,-342
1634,0,640,107
1634,0,72,-178
1635,0,762,61
1635,0,71,124
1635,0,722,650
1635,0,40,-7
1635,0,26,-133
1635,1,126,-121
1635,0,28,40
1635,0,439,303
1636,0,593,57
1636,1,99,-30
1636,0,830,12
1636,0,18,54
1636,0,466,-60
1636,0,53,-182
1636,0,197,-147
1636,0,39,-242
1636,0,188,51
1637,0,92,109
1637,0,302,133
1637,1,30,57
1637,0,394,175
1637,0,103,-38
1637,0,54,334
1637,0,64,253
1637,0,1902,464
1637,0,214,427
1637,0,37,312
1638,0,150,28
1638,0,2059,234
1638,0,200,145
1638,0,223,-6
1638,1,30,80
1638,0,44,-124
1638,0,1500,324
1638,0,963,138
1638,0,2318,60
1638,0,1184,31
1638,0,120,54
1639,0,333,312
1639,0,63,162
1639,0,44,-135
1639,1,27,-39
1639,0,554,445
1639,0,44,-52
1639,0,46,350
1639,0,636,128
1639,0,1588,94
1640,1,111,-152
1640,0,325,39
1640,0,90,64
1640,0,180,-74
1640,0,227,-271
1640,0,244,-2
1640,0,182,109
1640,0,40,-188
1640,0,19,-66
1640,0,946,81
1640,0,401,-69
1641,0,1759,130
1641,0,94,6
1641,0,486,215
1641,0,322,32
1641,0,168,105
1641,0,686,102
1641,0,139,41
1641,0,47,-91
1641,0,88,-94
1641,0,417,307
1642,1,55,-221
1642,0,42,-356
1642,0,59,-300
1642,0,23,-191
1642,0,115,-138
1642,0,102,-241
1642,0,2755,-225
1642,0,1385,-25
1642,0,962,-76
1642,0,2810,-131
1642,0,318,-212
1642,0,4084,203
1643,0,100,-157
1643,0,328,-67
1643,0,171,-30
1643,0,2069,-41
1643,0,831,27
1643,1,31,-387
1643,0,20,-260
1643,0,45,-220
1643,0,1598,-29
1643,0,2792,28
1644,1,14,-145
1644,0,461,-233
1644,0,1898,-37
1644,0,58,85
1644,0,4915,321
1644,0,254,25
1644,0,127,14
1644,0,58,-163
1645,0,80,-54
1645,0,140,-164
1645,0,21,-178
1645,0,1578,606
1645,1,32,-373
1645,0,51,-265
1646,0,40,-248
1646,0,181,28
1646,0,948,91
1646,0,1987,158
1646,0,111,-145
1646,0,805,106
1646,0,970,146
1646,0,232,-98
1646,0,312,-127
1646,1,43,-576
1646,0,19,-338
1647,0,1813,-15
1647,0,243,-66
1647,0,52,-103
1647,0,2799,189
1647,0,39,-57
1647,0,57,-221
1647,0,4884,549
1647,1,33,-95
1647,0,1529,-54
1647,0,67,-88
1647,0,164,243
1647,0,145,-261
1648,0,3262,410
1648,0,119,-36
1648,0,206,-205
1648,0,83,80
1648,0,552,32
1648,0,998,-196
1648,0,439,-33
1648,1,23,-192
1648,0,23,-202
1648,0,2837,624
1649,0,109,-169
1649,0,389,75
1649,0,3889,547
1649,0,158,-298
1649,0,147,-47
1649,0,2129,-45
1649,0,1907,195
1649,0,1043,-52
1649,0,25,-280
1650,0,192,-23
1650,0,993,-7
1650,1,557,-104
1650,0,4086,27
1650,0,1332,240
1650,0,114,-40
1650,0,5683,548
1650,0,43,-50
1650,0,137,-238
1650,0,80,-48
1651,0,81,18
1651,0,28,-185
1651,1,176,-136
1651,0,356,-57
1651,0,2409,64
1651,0,241,39
1651,0,875,83
1651,0,248,223
1651,0,62,-102
1651,0,895,123
1651,0,189,-111
1651,0,26,-181
1652,0,144,-103
1652,1,22,-185
1652,0,161,274
1652,0,886,191
1652,0,97,-2
1652,0,62,-99
1652,0,251,326
1652,0,70,-13
1652,0,170,117
1652,0,161,33
1652,0,211,17
1653,0,4467,354
1653,0,2378,61
1653,0,175,-180
1653,0,32,-206
1653,0,32,-334
1653,1,27,-195
1653,0,182,17
1653,0,1343,21
1653,0,1366,-30
1653,0,1052,341
1653,0,84,-110
1654,0,145,-7
1654,0,4513,141
1654,0,368,25
1654,0,2946,174
1654,0,3821,318
1654,0,675,-135
1654,0,172,-168
1654,1,348,-208
1654,0,217,-149
1654,0,16,-240
1654,0,24,-258
1655,1,15,-297
1655,0,31,-355
1655,0,97,181
1655,0,379,-1
1655,0,380,86
1655,0,2075,9
1655,0,278,-5
1655,0,1299,131
1655,0,120,27
1656,0,67,-112
1656,0,583,323
1656,0,540,99
1656,0,1722,82
1656,0,1468,358
1656,1,12,-358
1656,0,385,-87
1656,0,599,8
1656,0,68,-253
1656,0,167,224
1657,1,52,-200
1657,0,292,-48
1657,0,2632,336
1657,0,2783,260
1657,0,193,-236
1657,0,1241,204
1657,0,2156,49
1657,0,218,-155
1657,0,101,-107
1657,0,703,-173
1657,0,12,-287
1657,0,2391,29
1658,0,26,-48
1658,0,28,-308
1658,0,409,-11
1658,0,38,-118
1658,1,53,-2
1658,0,231,-2
1659,0,3393,-271
1659,0,4305,-90
1659,0,4579,157
1659,0,65,-446
1659,0,3864,69
1660,1,11,-175
1660,0,601,-27
1660,0,101,-78
1660,0,177,125
1660,0,1785,-14
1660,0,180,-88
1660,0,2143,435
1660,0,360,-27
1660,0,995,-31
1660,0,625,230
1661,0,39,71
1661,0,86,-115
1661,0,151,40
1661,0,245,-12
1661,0,1247,235
1661,0,830,99
1661,0,411,291
1662,0,3690,747
1662,0,279,95
1662,0,34,-41
1662,1,89,190
1662,0,179,57
1662,0,573,67
1662,0,33,43
1662,0,573,262
1663,0,37,-22
1663,0,201,-146
1663,0,139,-167
1663,0,233,-89
1663,0,185,-53
1663,0,311,-68
1663,0,1140,130
1663,0,52,-31
1663,0,1004,71
1664,0,4786,188
1664,0,614,124
1664,0,277,-23
1664,0,1372,487
1664,0,1110,-83
1664,1,25,-56
1664,0,26,-168
1664,0,367,49
1665,1,32,-261
1665,0,3204,344
1665,0,109,-60
1665,0,54,-161
1665,0,39,-134
1665,0,589,67
1666,0,176,-98
1666,0,1573,16
1666,0,904,53
1666,0,343,-209
1666,0,573,-150
1666,0,45,72
1666,0,3309,-62
1666,0,141,159
1666,1,16,-96
1666,0,2042,23
1666,0,138,-126
1666,0,87,-153
1666,0,489,67
1667,0,1065,192
1667,0,30,-262
1667,0,264,-52
1667,0,391,-153
1667,0,154,-61
1667,1,315,23
1667,0,127,63
1667,0,21,-52
1667,0,402,28
1667,0,1117,-144
1667,0,740,-86
1668,0,151,-188
1668,0,221,-232
1668,1,17,-225
1668,0,26,-266
1668,0,489,234
1668,0,1889,115
1668,0,4862,262
1668,0,3409,112
1668,0,455,-20
1668,0,2788,53
1668,0,103,126
1668,0,354,329
1669,0,201,-138
1669,0,155,-133
1669,0,52,-263
1669,0,625,-31
1669,0,2859,182
1669,0,763,0
1669,1,37,-180
1670,0,840,81
1670,0,248,-50
1670,0,497,-174
1670,0,46,-121
1670,0,19,-215
1670,0,283,-107
1670,1,44,-234
1670,0,243,-81
1670,0,681,-16
1670,0,1705,80
1670,0,117,-218
1670,0,963,-83
1671,0,724,65
1671,0,1060,-14
1671,0,81,-37
1671,1,50,-13
1671,0,1148,-6
1671,0,72,178
1671,0,661,-49
1671,0,48,-256
1671,0,319,-20
1672,0,604,-77
1672,0,117,-82
1672,0,185,531
1672,0,46,-134
1672,0,629,-141
1672,0,60,-108
1672,1,85,-255
1672,0,68,-297
1672,0,2282,-138
1672,0,329,-24
1672,0,217,76
1672,0,305,-39
1673,1,21,-400
1673,0,93,-67
1673,0,784,49
1673,0,2035,-61
1673,0,2527,243
1673,0,178,-197
1673,0,86,-155
1673,0,330,-8
1673,0,41,-68
1673,0,231,-136
1675,0,67,32
1675,0,3075,778
1675,0,19,170
1675,0,30,-93
1675,0,427,76
1675,1,82,-20
1675,0,145,30
1675,0,200,111
1676,1,15,-284
1676,0,505,114
1676,0,3203,389
1676,0,50,-123
1676,0,719,138
